Name,Brand,Price,Picture,Category,Availability
  Amberley Satchel Small Sling , Chloe,695.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19676_4_.jpg,Handbags,Available
  Twist MM Epi Noir , Louis Vuitton,3680.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211223_122759_resized.jpg,Handbags,Available
  NYLON GUCCISSIMA BACKPACK , Gucci,1195.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19662_4_.jpg,Handbags,Available
  Chocolate Bar East West Flap , Chanel,2480.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20211221_154857_574.jpg,Handbags,Available
  TESSUTO IMPUNTU BOMBER , Prada,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19653_4_.jpg,Handbags,Available
  WOC CRUSH GHW , Chanel,5995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19647_4_.jpg,Handbags,Available
  GLACE FLOWER SMALL WALLET , Miu Miu,295.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19644_1_.jpg,Handbags,Available
  MADRAS SMALL WALLET , Miu Miu,150.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19636_1_.jpg,Handbags,Available
  SAFFIANO FIOCCO ZIPPY WALLET , Prada,250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19635_3_.jpg,Handbags,Available
  LONG FLAP WALLET , Celine,195.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19633_4_.jpg,Handbags,Available
  BI FOLD MEDIUM WALLET , Prada,150.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19630_1_.jpg,Handbags,Available
  Bubble Flap Shoulder Bag , Chanel,2280.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20211213_165847_122.jpg,Handbags,Available
  MASSAI PM CLEMENCE , Hermes,1950.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19608_5_.jpg,Handbags,Available
  VINTAGE JERSEY MEDIUM FLAP , Chanel,3995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19607_5_.jpg,Handbags,Available
  CLASSIC CAVIAR SMALL GHW , Chanel,10500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19602_3_.jpg,Handbags,Available
  PERFORATED MINI MESSENGER BAG , Chanel,3995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19592_5_.jpg,Handbags,Available
  PORTOBELLO GLAZE TOTE , Chanel,2780.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/r/p/rp19589_1_.jpg,Handbags,Available
  Nappa Zip Shoulder Bag , Bottega Veneta,980.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211209_172249_resized.jpg,Handbags,Available
  Zucca Zip Tote Bag , Fendi,799.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20211208_172130_753.jpg,Handbags,Available
  TRAPEZE MEDIUM , Celine,1750.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19575_4_.jpg,Handbags,Available
  MONO TOTALLY PM , Louis Vuitton,850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19569_4_.jpg,Handbags,Available
  DAMIER AZUR SPEEDY 30 , Louis Vuitton,595.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19568_4_.jpg,Handbags,Available
  Poch Cles Mini Mono Khaki , Louis Vuitton,250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211201_121601.jpg,Handbags,Available
  PICOTIN 18 PHW CLEMENCE , Hermes,2995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19565_4__1.jpg,Handbags,Available
  VINTAGE SMALL BUCKET BAG , Ferragamo,350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19556_3_.jpg,Handbags,Available
  VINTAGE VARA SHOULDER BAG , Ferragamo,250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19555_3_.jpg,Handbags,Available
  SAFFIANO METAL TRI FOLD WALLET , Prada,295.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19553_2_.jpg,Handbags,Available
  TESSUTO DRAWSTRING LARGE HOBO , Prada,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19550_4_.jpg,Handbags,Available
  OBLIQUE DOCTOR BAG , Dior,1350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19548_4_.jpg,Handbags,Available
  VLTN BACKPACK , Valentino,1195.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19537_3_.jpg,Handbags,Available
  Intrecciato Wallet , Bottega Veneta,680.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211119_181440_resized.jpg,Handbags,Available
  Bayswater  Tote Bag , Mulberry,1080.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211119_180728_resized.jpg,Handbags,Available
  Papier Large Tote Bag , Balenciaga,880.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20210712_175744_024_1.jpg,Handbags,Available
  TESSUTO VITELLO MEDIUM TOTE , Prada,1250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19532_4_.jpg,Handbags,Available
  DAMIER BEAUBOURG CABAS , Louis Vuitton,1095.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19509_6_.jpg,Handbags,Available
  LIMELIGHT AFRICAN QUEEN CLUTCH , Louis Vuitton,750.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19498_1_.jpg,Handbags,Available
  Papier B4 Tote Bag w Strap , Balenciaga,1880.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20211105_160930_735.jpg,Handbags,Available
  PANDORA MINI , Givenchy,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19485_4_.jpg,Handbags,Available
  DAMIER GRAPHITE BRAZZA WALLET , Louis Vuitton,595.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19481_1_.jpg,Handbags,Available
  MONO SPEEDY BAND 35 , Louis Vuitton,1850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19476_4_.jpg,Handbags,Available
  EMPREINTE PETILLANTE CLUCTH , Louis Vuitton,1750.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19459_5_.jpg,Handbags,Available
  LIZARD LARGE TOTE , Bottega Veneta,2950.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19456_4_.jpg,Handbags,Available
  EMBOSSED CALFSKIN MEDIUM FLAP , Chanel,3950.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19455_5_.jpg,Handbags,Available
  PARIS BIARRITZ SMALL , Chanel,1500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19454_4_.jpg,Handbags,Available
  UP IN THE AIR TOTE , Chanel,3650.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19452_4_.jpg,Handbags,Available
  DAMIER BROOKLYN GM , Louis Vuitton,1650.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19450_4_.jpg,Handbags,Available
  Gaufre Tessuto Tote Bag , Prada,880.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211018_175659_resized.jpg,Handbags,Available
  Rockstud Medium Tote , Valentino,980.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211018_180648_resized_-_copy_2.jpg,Handbags,Available
  QUILTED CAVIAR LARGE TOTE , Chanel,3350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19408_6_.jpg,Handbags,Available
  WOC GHW , Chanel,3250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19407_5_.jpg,Handbags,Available
  DIONYSUS SUPER MINI , Gucci,1250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19406_1_.jpg,Handbags,Available
  MATELASSE TURNLOCK TOTE , Miu Miu,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19397_3_.jpg,Handbags,Available
  MEDIUM FLAP WALLET , Tods,195.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19390_1_.jpg,Handbags,Available
  SMALL FLAP WALLET , Gucci,250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19391_1_.jpg,Handbags,Available
  CHOCOLATE BAR SMALL FLAP , Chanel,1850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19389_5_.jpg,Handbags,Available
  MONO NEO PURSE , Louis Vuitton,2350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19377_3_.jpg,Handbags,Available
  EPI FELICIE POCHETTE , Louis Vuitton,1350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19374_5_.jpg,Handbags,Available
  MONO SPRING STREET , Louis Vuitton,2350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19369_4_.jpg,Handbags,Available
  SNAKESKIN LAMBSKIN SHOULDER BAG , Bottega Veneta,1500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19356_4_.jpg,Handbags,Available
  MONO PALERMO PM , Louis Vuitton,1150.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19355_4_.jpg,Handbags,Available
  Saffiano Zippy Wallet , Prada,450.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211007_142003.jpg,Handbags,Available
  Vit Daino Bauletto Rubino , Prada,650.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20211007_141637.jpg,Handbags,Available
  DRAWSTRING PONYHAIR TOTE , Chanel,2500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19347_4_.jpg,Handbags,Available
  MINI LIN DIAPER BAG , Louis Vuitton,1250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19346_4_.jpg,Handbags,Available
  EMPREINTE MONTAIGNE MM , Louis Vuitton,3350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19345a.jpg,Handbags,Available
  GIANT PART TIME SHW G12 , Balenciaga,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19342_4__1.jpg,Handbags,Available
  QUILTED LAMBSKIN MEDIUM FLAP SHW , Chanel,4995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19329_4_.jpg,Handbags,Available
  COLLEGE MEDIUM , YSL,2350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19322_4_.jpg,Handbags,Available
  QUILTED JESERY MINI POCHETTE , Chanel,2650.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19319_5_.jpg,Handbags,Available
  SAC BICOLORE PM , Louis Vuitton,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19304_3_.jpg,Handbags,Available
  VINTAGE CAVIAR ZIP POUCH , Chanel,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19292_3_.jpg,Handbags,Available
  CRUISE 08 ICE CUBE FLAP , Chanel,2500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19291_5_.jpg,Handbags,Available
  INTRECCIATO MEDIUM SHOUDLER BAG , Bottega Veneta,695.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19289_6_.jpg,Handbags,Available
  QUILTED LARGE TOTE , Chanel,2850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19282_5_.jpg,Handbags,Available
  MONO LVXLOL BOITE CHAPEAU SOUPLE MM , Louis Vuitton,3350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19277_4_.jpg,Handbags,Available
  Small Quilted Purse , Miu Miu,199.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20210917_150338.jpg,Handbags,Available
  KELLY 35 PHW TOGO , Hermes,11950.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19275_4_.jpg,Handbags,Available
  EMPREINTE BASTILLE MM , Louis Vuitton,2650.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19269_4_.jpg,Handbags,Available
  EMPREINTE PONT NEUF LONG WALLET , Louis Vuitton,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19263_5_.jpg,Handbags,Available
  SOFT CALF GROMMET LARGE TOTE , Prada,1500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19262_1_.jpg,Handbags,Available
  LINDY 26 PHW EVERCOLOR , Hermes,8995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19230_4_.jpg,Handbags,Available
  HERBAG ZIP 31 TOILE , Hermes,2995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19229_10_.jpg,Handbags,Available
  Pandora Large Ghw , Givenchy,1280.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20210906_163004.jpg,Handbags,Available
  Nightingale Large Ghw , Givenchy,1280.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img-20210906-wa0013.jpg,Handbags,Available
  TRAPEZE MEDIUM , Celine,1350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19220_1_.jpg,Handbags,Available
  SAFFIANO FIOCCO LONG WALLET , Prada,650.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19219_2_.jpg,Handbags,Available
  CONVOYEUR MINI GHW SWIFT , Hermes,4150.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19217_1_.jpg,Handbags,Available
  30 MONTAIGNE , Dior,4150.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19211_6_.jpg,Handbags,Available
  INTRECCIATO MEDIUM SHOULDER BAG , Bottega Veneta,450.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19200_4_.jpg,Handbags,Available
  Flamenco 28 Shoulder Bag , Loewe,880.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20210825_151024_resized.jpg,Handbags,Available
  PLEATED MEDIUM TOTE , Miu Miu,695.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19188_6_.jpg,Handbags,Available
  ZIP SHOULDER BAG , Bottega Veneta,1500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19187_3_.jpg,Handbags,Available
  SAFFIANO LUX DOUBLE ZIP TOTE , Prada,1350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19183_4_.jpg,Handbags,Available
  CASUAL TRIP WAIST BAG , Chanel,3595.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19181_5_.jpg,Handbags,Available
  MONO SPEEDY BAND 30 , Louis Vuitton,1550.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19179_4_.jpg,Handbags,Available
  Ivory Quilted Calf Jumbo SHW , Chanel,4180.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20210819_135115_resized.jpg,Handbags,Available
  ENVELOPE SMALL , YSL,2450.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19171_4_.jpg,Handbags,Available
  GO 14 MM MALLETAGE , Louis Vuitton,3850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19169_5_.jpg,Handbags,Available
  Papier Small Tote Bag , Balenciaga,980.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20210813_122736_691_1.jpg,Handbags,Available
  ALEX MCQUEEN CLUTCH , Others,795.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19160_1_.jpg,Handbags,Available
  MONO KALAHARI GM , Louis Vuitton,3500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19158_2_.jpg,Handbags,Available
  Plastic O Ring Belt , Chanel,85.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/2/0/20210803_170944_4.jpg,Handbags,Available
  LADY DIOR MEDIUM GHW , Dior,2350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19117_1_.jpg,Handbags,Available
  Paraty Medium , Chloe,980.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20210803_175218_342.jpg,Handbags,Available
  SUNSHINE EXPRESS BABY , Louis Vuitton,1995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19104_4_.jpg,Handbags,Available
  BLUE LABEL ZIP TOTE , Burberry,350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19089_4_.jpg,Handbags,Available
  ICE CUBE SHOULDER POCHETTE , Chanel,2150.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19087_5_.jpg,Handbags,Available
  CHLOE C BELT BAG , Chloe,995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19072_1_.jpg,Handbags,Available
  JADIOR FLAP W BOHEMAIN STRAP , Dior,3950.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19057_6_.jpg,Handbags,Available
  JADIOR FLAP BAG , Dior,3850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19056_4_.jpg,Handbags,Available
  ZIP POUCH , Fendi,495.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19055_1_.jpg,Handbags,Available
  HOMME CLUTCH , Dior,895.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19053_1_.jpg,Handbags,Available
  FF LOGO CLUTCH , Fendi,1500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19051_4_.jpg,Handbags,Available
  CALFSKIN DUFFLE BAG , Bottega Veneta,895.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19040_4_.jpg,Handbags,Available
  HERBAG 31 TOILE , Hermes,2250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19038_5_.jpg,Handbags,Available
  CALFSKIN LARGE HOBO , Bottega Veneta,1795.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19035_4_.jpg,Handbags,Available
  JIMMY CHOO TURNLOCK WALLET , Others,395.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19034_1_.jpg,Handbags,Available
  INTRECCIATO ZIP AROUND WALLET , Bottega Veneta,295.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19030_2_.jpg,Handbags,Available
  GARDEN PARTY 36 TWEED , Hermes,2500.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19024_5_.jpg,Handbags,Available
  MINI SHOULDER BAG , Fendi,595.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19022_4_.jpg,Handbags,Available
  BAGUETTE SMALL , Fendi,795.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19021_4_.jpg,Handbags,Available
  MUSE 2 MEDIUM , YSL,1850.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19020_4_.jpg,Handbags,Available
  Intrecciato Cesta Tote , Bottega Veneta,1380.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20210712_181649_440.jpg,Handbags,Available
  Ballade MM Idylle Fusian Bag , Louis Vuitton,1080.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/m/img_20210713_125316_572.jpg,Handbags,Available
  DUO TONE MEDIUM CAMERA BAG , Chanel,3995.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19003_5_.jpg,Handbags,Available
  CLASSIC CHEVRON LAMBSKIN MEDIUM GHW , Chanel,7350.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19002_5_.jpg,Handbags,Available
  GABRIELLE HOBO SMALL , Chanel,5250.0,https://www.madammilan.com.sg/media/catalog/product/cache/13/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/e/fe19001_4_.jpg,Handbags,Available
